Now all @Apple has to do is get swype on the iphone and it will be crack. Iphone that is	positive
@Apple will be adding more carrier support to the iPhone 4S (just announced)	positive
Hilarious @youtube video - guy does a duet with @apple 's Siri. Pretty much sums up the love affair! http://t.co/8ExbnQjY	positive
@RIM you made it too easy for me to switch to @Apple iPhone. See ya!	positive
I just realized that the reason I got into twitter was ios5 thanks @apple	positive
I'm a current @Blackberry user, little bit disappointed with it! Should I move to @Android or @Apple @iphone	positive
The 16 strangest things Siri has said so far. I am SOOO glad that @Apple gave Siri a sense of humor! http://t.co/TWAeUDBp via @HappyPlace	positive
"Great up close &amp; personal event @Apple tonight in Regent St store!"	positive
From which companies do you experience the best customer service aside from @zappos and @apple?	positive
Just apply for a job at @Apple, hope they call me lol	positive
RT @JamaicanIdler: Lmao I think @apple is onto something magical! I am DYING!!! haha. Siri suggested where to find whores and where to hide a body lolol	positive
Lmao I think @apple is onto something magical! I am DYING!!! haha. Siri suggested where to find whores and where to hide a body lolol	positive
RT @PhillipRowntree: Just registered as an @apple developer... Here's hoping I can actually do it... Any help, greatly appreciated!	positive
Wow. Great deals on refurbed #iPad (first gen) models. RT: Apple offers great deals on refurbished 1st-gen iPads http://t.co/ukWOKBGd @Apple	positive
Just registered as an @apple developer... Here's hoping I can actually do it... Any help, greatly appreciated!	positive
"ä½ å¥½ ! Currently learning Mandarin for my upcoming trip to Hong Kong. I gotta hand it to @Apple iPhones &amp; their uber useful flashcard apps  î”–î”“"	positive
"Oh no! @Apple watch out! @Motorola released another &quot;iPhone Killer&quot;.... Hahahahaha! @Motorola = #wannabe"	positive
Come to the dark side â€œ@gretcheneclark: Hey @apple, if you send me a free iPhone, I will publicly and ceremoniously burn my #BlackBerry.â€	positive
@HaendelBalzora @apple #gamechanger	positive
Hey @apple, if you send me a free iPhone (any version will do), I will publicly and ceremoniously burn my #BlackBerry.	positive
Thank you @apple for Find My Mac - just located and wiped my stolen Air. #smallvictory #thievingbastards	positive
Just got my first @Apple iPhone, sorry @Blackberry another one bites the dust.	positive
Thanks to @Apple Covent Garden #GeniusBar for replacing my MacBook keyboard/cracked wristpad during my lunch break today, out of warranty.	positive
@DailyDealChat @apple Thanks!!	positive
iPads Replace Bound Playbooks on Some N.F.L. Teams http://t.co/2UXAWKwf @apple @nytimes	positive
@apple..good ipad	positive
@apple @siri is efffing amazing!!	positive
