@CTVNationalNews's Lloyd Robertson set to sign off tonight after 41 years as a national news anchor.	neutral
Steve Jobs biography may be available in time for the iPad 3 http://t.co/TI4zLWg	neutral
Hmm.. Sby deh. RT @tujukutu: Kung Fu Panda 2 (in 2D & 3D, both with Indonesian subtitles) tentatively scheduled to open on Tues 16 August	neutral
If your still running Windows XP, then it may be time to upgrade to Windows 7 to ensure you receive latest upgrades and support in future	neutral
michael jackson - hollywood tonight http://t.co/s6n3HJj	neutral
Why not join us for Breakfast this morning at 9am for the opening game of the 2011 Rugby World Cup as Host nation New Zealand play Tonga	neutral
#WAOK The Sports Kings: UGA Gets Ready For Boise State!: Yesterday No. 19 Georgia scrimmaged against the Bull... http://t.co/Gt1Ito7	neutral
Droid Bionic is out today. If any PR reps will send one my way, I'll talk about it here there and... http://t.co/3wvgWdn	neutral
RT @DCdebbie: Dear followers, all I'm gonna do is tell jokes and make fun of Republicans tonight. It's how I cope. You've been warned!	neutral
Microsoft issues critical patch for Windows 7, Vista users: Microsoft issues light Patch Tuesday, with just one... http://cnet.co/qLgoLP	neutral
RT @tonygrace: Tonight on CTV News at 6, I'll have a conversation with Lloyd Robertson as he prepares to anchor CTV National News for th ...	neutral
@cicelycindy @blitzmegaplex Kung Fu Panda 2 (in 2D & 3D, both with Indonesian subtitles) tentatively scheduled to open on Tues 16 August	neutral
Camp Notebook Day 10: The Raiders took the field for their 10th practice of training camp and started to prepare for... http://dlvr.it/fRj82	neutral
Morrison and Truth tonight? I thought that match would be at Summerslam. Oh well. #Raw	neutral
Could this convince you to buy? RT @iphoneplaza: Verizon May Offer Early Upgrades for Droid Bionic and iPhone 5 Buyers  http://t.co/dEOxwCW	neutral
UFC 134: Anderson Silva vs. Yushin Okami Gambling Spotlight: A handful of UFC 134 props to make your night a lit... http://t.co/qLs3xVy	neutral
President Obama on Thursday named former Microsoft and FCC executive Steven VanRoekel as the new federal Chief Information Officer (CIO).	neutral
Bisaa RT @blitzmegaplex: Kung Fu Panda 2 (in 2D & 3D, both with Indonesian subtitles) tentatively scheduled to open on Tues 16 August ^ISK	neutral
Took down all my disney star posters (and Twilight, about time) so I can put up all the HP ones I got today from a poster book (100 posters)	neutral
RT @theQuietus: PJ Harvey to play the Royal Albert Hall for the first time this October http://bit.ly/qdofVB	neutral
RT @ServeTheWay: michael jackson - hollywood tonight http://t.co/ASvTGXl	neutral
'Machete' star Danny Trejo and David Hasselhoff to guest star in the 4th season of 'Sons of Anarchy' http://t.co/ZQl1M41 via @The_Stir	neutral
Boehner proposes Obama speech be on the same night as NFL opening night... 	neutral
Real to sign Neymar in December - report - Bangkok Post: Real Madrid has reached a deal with Santos to sign gift... http://bit.ly/rnlf4P	neutral
Final Destination 5 opens this Friday.  Tell us about your closest brush with death for a chance to win a pair of... http://fb.me/10e1DsIMq	neutral
RT @ChrisInKingston: Real Madrid have signed a seven-year-old Argentine boy, a spokesman for the club confirmed on Monday http://tinyurl ...	neutral
Damn, Summerslam is on at the same time as UFC Sunday. They usually fight on Saturday. WWE on the comp and UFC on the big screen I guess.	neutral
Dear Tiger Woods,	neutral
@Gabbz83 me too. Netflix night with wifey and kids.	neutral
RT @nodqdotcom: We'll be tweeting live Summerslam updates next Sunday on-location at Staples Center for the 3rd straight year! Please sp ...	neutral
Week 1 NFL story lines: Steelers and Ravens, together again: Beyond the Packers-Saints opener Thursday, the high... http://t.co/QmGsig3	neutral
RT @fauxjohnmadden: With the start of NFL Preseason upon us.. Tonight marks the beginning of the Raiders season, and the end of the Raid ...	neutral
Microsoft & Nokia Holding a Get Together on August 17, 2011: August 17 could be the day we see an official annou... http://bit.ly/nUb8q4	neutral
Gonna watch Final Destination 5 tonight. I always leave the theater so afraid of everything. No huge escalators for sure :S	neutral
RT @barcastuff: New Barcelona player Alexis Sanchez yesterday left Chile to travel to Barcelona. Tomorrow he'll train for the first time ...	neutral
Real Madrid and I are #TakingItToTheHouse tonight! #FIFA11	neutral
[411Music] Dr. Conrad Murray to Take the Stand in Michael Jackson Murder Trial: Jury selection begins this Thursday... http://t.co/IXWiLCj	neutral
Nicki Miinaj Talks to Robin Roberts on Good Morning America: Nicki Minaj performed for the Good Morning America ... http://bit.ly/n6F3pC	neutral
Tonga will perform the first haka at Eden Park on Friday; the All Blacks can choose to do their haka simultaneously or once Tonga finishes.	neutral
Droid Bionic Confirmed for September 8th: While most of the United States had its eyes on the East cost last nig... http://t.co/Bkkt9rH	neutral
Nokia N9 will not launch in the United States: Nokia confirmed on Tuesday that its flagship MeeGo-powered N9 sma... http://bit.ly/ojyWQa	neutral
[411Music] Dr. Conrad Murray to Take the Stand in Michael Jackson Murder Trial: Jury selection begins this Thursday... http://t.co/IXWiLCj	neutral
Asiikk:DRT @blitzmegaplex: Kung Fu Panda 2 (in 2D & 3D, both with Indonesian subtitles) tentatively scheduled to open on Tues 16 August ^ISK	neutral
RT @MollySportsTV: Our Football Season Preview shows start airing tonight on The Mtn..half-hour, each program..the latest on Boise State ...	neutral
I want a Windows 7 tablet for my birthday because....Windows 8 beta may land the same month...maybe.	neutral
RT @TomCrowe: Why doesn't Obama just sign an executive order that declares the U.S. has AAA rating? I mean, c'mon?	neutral
Summerslam preview coming Fri. Only 4 announced matches even tho there will be 7 or 8. Very odd. Will make for brief preview!	neutral
@joefooty will Tenaction broadcast Spanish super cup Real Madrid vs Barcelon on the 14th and 17th of august ?	neutral
RT @pwire: Boehner proposes Obama speech be on the same night as NFL opening night... 	neutral
#inappropriatefuneralsongs Thriller by michael jackson. while the dancing may be great having to kill your zombie grandma wont be as great	neutral
@zavvionline: Deus Ex: Human Revolution is the 3rd game in the series #DeusEx	neutral
To compare, Anderson Silva also has won 8 bonuses and made $475,000. If Lytle gets a bonus tonight, the $65k would be his 2nd biggest one.	neutral
I don't know what to wear tomorrow and I definitely believe this is the work of Lady Gaga and her team	neutral
"@yungbrodee: Cabana this friday...." you might find Marissa and Irene there being rachetts trying to get niggas with bottle service #Hoes	neutral
It's all PJ Harvey and Queens of the Stone Age today #nowplaying	neutral
Final Destination 5 is coming out soon. I never thought they'd make a 5th one! #youcantcheatdeath	neutral
MTA agent to me: "This card has been damanged since yesterday morning." Me: "But I used it last night." MTA: "No you didn't."	neutral
I'm going to Opeth at Apolo in Barcelona, Spain - Nov 22 http://bnds.in/qnGtyw	neutral
Pavol Demitra with the Blues: 5th in scoring ALL TIME with 493 points in 494 games, 2000 Lady Byng Trophy, & 3 All Star Games in 8 seasons.	neutral
RT @howardeskin: Steve Williams just threw Tiger Woods under the bus after win w Adam Scott today. After 33 yrs and 145 wins this is the ...	neutral
Today I learned that the new Deus Ex game is set in Detroit: http://t.co/HoTaAnG	neutral
RT @Lucirmas: Time for #MusicMonday.. Today's choice is PJ Harvey - In the Dark Places, for the album Let England Shake http://t.co/MjGI ...	neutral
I had no clue the TCA were on tonight. So to guess who wins, Twilight and Justin Bieber win everything. It happens every year.	neutral
@OscarRamos111 @WhereMyPeoples @iAMxPrettyBoy @HantzleyxA yo we should all chill again. lets go to the movies sept 9. Kevin hart movie	neutral
Today it's all about tablet PCs - here's a guide to the Windows 7 operating system http://t.co/3LCANCx	neutral
Tonight's WWE RAW takes place from the HP Pavilion in San Jose, California. Confirmed for tonight's SummerSlam... http://fb.me/JbJEut14	neutral
Latest: Steelers, Polamalu agree to four-year deal: The Pittsburgh Steelers agreed to terms Saturday with Troy P... http://t.co/t28eS0d	neutral
Conrad Murray's trial is set for September 8th, it will be shown on live television. I am watching it. #JusticeForMJ	neutral
@Rob_Scotland getting there slowly mate! Have you seen there are riots in London tonight? I only just noticed myself and i am not even drunk	neutral
"World in Union" (with several opera singers) for the Rugby World Cup will be available on August/September(12th) More  http://t.co/dwC2m6B	neutral
There's a bit of PJ Harvey going on today.	neutral
"you ever go night night Nigga? EVERYBODY go night night !"	neutral
